Date,Hour,Demand_MW,Total_Production_MW,Coal_MW,Hydrocarbons_MW,Water_MW,Nuclear_MW,Wind_MW,Solar_MW,Biomass_MW,Import_MW
1/1/2023,23,4420.441667,5469.178333,887.305,1417.285,920.4216667,1407.113333,598.3716667,208.21,30.58,92.35
1/2/2023,0,4426.215,5468.75,887.8366667,1420.105,923.03,1407.045,593.6133333,206.53,30.695,89.35666667
1/2/2023,1,4431.99,5468.321667,888.375,1422.92,925.6366667,1406.981667,588.8566667,204.85,30.81,86.36333333
1/2/2023,2,4437.765,5467.893333,888.915,1425.735,928.245,1406.915,584.1,203.17,30.93,83.37
1/2/2023,3,4443.54,5467.465,889.455,1428.555,930.8533333,1406.851667,579.34,201.4983333,31.04166667,80.37833333
1/2/2023,4,4449.315,5467.035,889.9866667,1431.375,933.46,1406.785,574.5833333,199.82,31.16,77.385
1/2/2023,5,4455.09,5466.606667,890.525,1434.195,936.0683333,1406.72,569.825,198.14,31.27833333,74.39166667
1/2/2023,6,4460.865,5466.178333,891.065,1437.015,938.675,1406.655,565.0666667,196.46,31.39,71.4
1/2/2023,7,4466.64,5465.75,891.605,1439.833333,941.285,1406.588333,560.31,194.78,31.51,68.40666667
1/2/2023,8,4472.415,5465.321667,892.1366667,1442.645,943.8916667,1406.525,555.55,193.11,31.625,65.41333333
1/2/2023,9,4478.19,5464.893333,892.675,1445.465,946.5,1406.456667,550.7933333,191.43,31.74,62.42
1/2/2023,10,4483.965,5464.465,893.215,1448.285,949.1066667,1406.395,546.0366667,189.75,31.86,59.43
1/2/2023,11,4489.74,5464.035,893.755,1451.105,951.715,1406.325,541.2783333,188.07,31.97,56.43666667
1/2/2023,12,4495.515,5463.606667,894.2866667,1453.925,954.3233333,1406.263333,536.52,186.39,32.09,53.44166667
1/2/2023,13,4501.288333,5463.178333,894.825,1456.745,956.93,1406.195,531.7616667,184.72,32.20666667,50.45
1/2/2023,14,4507.063333,5462.75,895.365,1459.555,959.5383333,1406.133333,527.0033333,183.04,32.32,47.45833333
1/2/2023,15,4512.836667,5462.321667,895.905,1462.375,962.145,1406.065,522.2466667,181.36,32.44,44.465
1/2/2023,16,4518.613333,5461.893333,896.4383333,1465.195,964.755,1406.001667,517.4883333,179.68,32.55333333,41.47166667
1/2/2023,17,4524.386667,5461.465,896.975,1468.015,967.36,1405.935,512.73,178.0016667,32.67,38.48
1/2/2023,18,4530.163333,5461.035,897.515,1470.835,969.97,1405.87,507.9733333,176.33,32.79,35.48666667
1/2/2023,19,4535.936667,5460.606667,898.055,1473.655,972.575,1405.805,503.215,174.65,32.9,32.49333333
1/2/2023,20,4541.713333,5460.178333,898.5883333,1476.468333,975.185,1405.738333,498.4566667,172.97,33.02,29.5
1/2/2023,21,4547.486667,5459.75,899.125,1479.285,977.7933333,1405.675,493.7,171.29,33.13666667,26.51
1/2/2023,22,4553.263333,5459.321667,899.665,1482.105,980.4,1405.606667,488.94,169.6116667,33.25,23.51666667
1/2/2023,23,4559.036667,5458.893333,900.205,1484.925,983.0083333,1405.545,484.1833333,167.94,33.37,20.52166667
1/3/2023,0,4564.813333,5458.465,900.7383333,1487.745,985.615,1405.475,479.4266667,166.26,33.48333333,17.53
1/3/2023,1,4570.586667,5458.035,901.275,1490.565,988.225,1405.413333,474.6683333,164.58,33.6,14.53833333
1/3/2023,2,4576.363333,5457.606667,901.815,1493.381667,990.83,1405.345,469.91,162.9,33.72,11.545
1/3/2023,3,4582.135,5457.178333,902.355,1496.195,993.44,1405.283333,465.1516667,161.2233333,33.83,8.551666667
1/3/2023,4,4587.91,5456.75,902.89,1499.015,996.045,1405.215,460.3933333,159.55,33.95,5.56
1/3/2023,5,4593.685,5456.321667,903.425,1501.835,998.655,1405.151667,455.6366667,157.87,34.06666667,2.566666667
1/3/2023,6,4599.46,5455.893333,903.965,1504.655,1001.261667,1405.085,450.8783333,156.19,34.18,-0.426666667
1/3/2023,7,4605.235,5455.465,904.505,1507.475,1003.87,1405.02,446.12,154.51,34.3,-3.42
1/3/2023,8,4611.01,5455.035,905.04,1510.293333,1006.476667,1404.955,441.3633333,152.8333333,34.41166667,-6.41
1/3/2023,9,4616.785,5454.606667,905.575,1513.105,1009.085,1404.888333,436.605,151.16,34.53,-9.403333333
1/3/2023,10,4622.56,5454.178333,906.115,1515.925,1011.695,1404.825,431.8466667,149.48,34.64833333,-12.39833333
1/3/2023,11,4628.335,5453.75,906.655,1518.745,1014.3,1404.756667,427.09,147.8,34.76,-15.39
1/3/2023,12,4634.11,5453.321667,907.19,1521.565,1016.91,1404.695,422.33,146.12,34.88,-18.38166667
1/3/2023,13,4639.885,5452.893333,907.725,1524.385,1019.515,1404.625,417.5733333,144.445,34.995,-21.375
1/3/2023,14,4645.66,5452.465,908.265,1527.205,1022.125,1404.565,412.815,142.77,35.11,-24.37
1/3/2023,15,4651.435,5452.035,908.805,1530.016667,1024.731667,1404.495,408.0583333,141.09,35.23,-27.36
1/3/2023,16,4657.21,5451.606667,909.34,1532.835,1027.34,1404.433333,403.3,139.41,35.34166667,-30.35333333
1/3/2023,17,4662.983333,5451.178333,909.875,1535.655,1029.946667,1404.365,398.5416667,137.73,35.46,-33.34666667
1/3/2023,18,4668.756667,5450.75,910.415,1538.475,1032.555,1404.301667,393.7833333,136.055,35.57833333,-36.34
1/3/2023,19,4674.533333,5450.321667,910.955,1541.295,1035.163333,1404.235,389.0266667,134.38,35.69,-39.33
1/3/2023,20,4680.306667,5449.893333,911.4916667,1544.115,1037.77,1404.17,384.2683333,132.7,35.81,-42.325
1/3/2023,21,4686.083333,5449.465,912.025,1546.928333,1040.378333,1404.105,379.51,131.02,35.925,-45.31833333
1/3/2023,22,4691.856667,5449.035,912.565,1549.745,1042.985,1404.038333,374.7516667,129.34,36.04,-48.31
1/3/2023,23,4697.633333,5448.606667,913.105,1552.565,1045.595,1403.975,369.995,127.6666667,36.16,-51.30166667
1/4/2023,0,4703.406667,5448.178333,913.6416667,1555.385,1048.201667,1403.906667,365.2366667,125.99,36.27166667,-54.295
1/4/2023,1,4709.183333,5447.75,914.175,1558.205,1050.81,1403.845,360.48,124.31,36.39,-57.29
1/4/2023,2,4714.956667,5447.321667,914.715,1561.025,1053.416667,1403.776667,355.72,122.63,36.50833333,-60.28
1/4/2023,3,4720.733333,5446.893333,915.255,1563.841667,1056.025,1403.715,350.9633333,120.95,36.62,-63.27333333
1/4/2023,4,4726.506667,5446.465,915.7916667,1566.655,1058.633333,1403.645,346.205,119.2766667,36.74,-66.26666667
1/4/2023,5,4732.283333,5446.035,916.325,1569.475,1061.24,1403.583333,341.4466667,117.6,36.855,-69.26
1/4/2023,6,4738.056667,5445.606667,916.865,1572.295,1063.848333,1403.515,336.69,115.92,36.97,-72.25
1/4/2023,7,4743.83,5445.178333,917.405,1575.115,1066.455,1403.451667,331.9316667,114.24,37.09,-75.245
1/4/2023,8,4749.605,5444.75,917.9433333,1577.935,1069.065,1403.385,327.1733333,112.56,37.2,-78.23833333
1/4/2023,9,4755.38,5444.321667,918.475,1580.753333,1071.67,1403.32,322.4166667,110.8883333,37.32,-81.23
1/4/2023,10,4761.155,5443.893333,919.015,1583.565,1074.28,1403.255,317.6583333,109.21,37.43666667,-84.22166667
1/4/2023,11,4766.93,5443.465,919.555,1586.385,1076.885,1403.188333,312.9,107.53,37.55,-87.215
1/4/2023,12,4772.705,5443.035,920.0933333,1589.205,1079.495,1403.125,308.1416667,105.85,37.67,-90.21
1/4/2023,13,4778.48,5442.606667,920.625,1592.025,1082.101667,1403.058333,303.3833333,104.17,37.78333333,-93.2
1/4/2023,14,4784.255,5442.178333,921.165,1594.845,1084.71,1402.995,298.6266667,102.4983333,37.9,-96.19333333
1/4/2023,15,4790.03,5441.75,921.705,1597.665,1087.318333,1402.926667,293.87,100.82,38.02,-99.18666667
1/4/2023,16,4795.805,5441.321667,922.2433333,1600.476667,1089.925,1402.865,289.11,99.14,38.13,-102.18
1/4/2023,17,4801.58,5440.893333,922.775,1603.295,1092.535,1402.795,284.3533333,97.46,38.25,-105.17
1/4/2023,18,4807.355,5440.465,923.315,1606.115,1095.14,1402.733333,279.595,95.78,38.36666667,-108.165
1/4/2023,19,4813.13,5440.035,923.855,1608.935,1097.75,1402.665,274.8366667,94.11,38.48,-111.1583333
1/4/2023,20,4818.903333,5439.606667,924.395,1611.755,1100.355,1402.601667,270.08,92.43,38.6,-114.15
1/4/2023,21,4824.676667,5439.178333,924.925,1614.575,1102.965,1402.535,265.32,90.75,38.71333333,-117.1416667
1/4/2023,22,4830.453333,5438.75,925.465,1617.388333,1105.571667,1402.47,260.5633333,89.07,38.83,-120.135
1/4/2023,23,4836.226667,5438.321667,926.005,1620.205,1108.18,1402.405,255.8066667,87.39,38.95,-123.13
1/5/2023,0,4842.003333,5437.893333,926.545,1623.025,1110.786667,1402.34,251.0483333,85.72,39.06,-126.12
1/5/2023,1,4847.776667,5437.465,927.075,1625.845,1113.395,1402.275,246.29,84.04,39.18,-129.1133333
1/5/2023,2,4853.553333,5437.035,927.615,1628.665,1116.003333,1402.208333,241.5316667,82.36,39.29666667,-132.1066667
1/5/2023,3,4859.326667,5436.606667,928.155,1631.485,1118.61,1402.145,236.7733333,80.68,39.41,-135.1
1/5/2023,4,4865.103333,5436.178333,928.695,1634.301667,1121.22,1402.076667,232.0166667,79.00166667,39.53,-138.0916667
1/5/2023,5,4870.876667,5435.75,929.225,1637.115,1123.825,1402.015,227.2583333,77.33,39.64333333,-141.085
1/5/2023,6,4876.653333,5435.321667,929.765,1639.935,1126.435,1401.945,222.5,75.65,39.76,-144.0783333
1/5/2023,7,4882.426667,5434.893333,930.305,1642.755,1129.041667,1401.883333,217.7433333,73.97,39.87833333,-147.07
1/5/2023,8,4888.203333,5434.465,930.845,1645.575,1131.65,1401.815,212.985,72.29,39.99,-150.0616667
1/5/2023,9,4893.976667,5434.035,931.375,1648.395,1134.256667,1401.751667,208.2266667,70.61166667,40.11,-153.0566667
1/5/2023,10,4899.751667,5433.606667,931.915,1651.213333,1136.865,1401.685,203.47,68.94,40.225,-156.05
1/5/2023,11,4905.525,5433.178333,932.455,1654.025,1139.473333,1401.621667,198.71,67.26,40.34,-159.04
1/5/2023,12,4911.3,5432.75,932.995,1656.845,1142.08,1401.555,193.9533333,65.58,40.46,-162.0333333
1/5/2023,13,4917.075,5432.321667,933.5266667,1659.665,1144.688333,1401.49,189.195,63.9,40.57166667,-165.0266667
1/5/2023,14,4922.85,5431.893333,934.065,1662.485,1147.295,1401.425,184.4383333,62.22333333,40.69,-168.02
1/5/2023,15,4928.625,5431.465,934.605,1665.305,1149.905,1401.358333,179.68,60.55,40.80833333,-171.0116667
1/5/2023,16,4934.4,5431.035,935.145,1668.125,1152.51,1401.295,174.9216667,58.87,40.92,-174.005
1/5/2023,17,4940.175,5430.606667,935.6766667,1670.936667,1155.12,1401.226667,170.1633333,57.19,41.04,-176.9983333
1/5/2023,18,4945.95,5430.178333,936.215,1673.755,1157.726667,1401.165,165.4066667,55.51,41.155,-179.99
1/5/2023,19,4951.725,5429.75,936.755,1676.575,1160.335,1401.095,160.6483333,53.83333333,41.27,-182.9816667
1/5/2023,20,4957.5,5429.321667,937.295,1679.395,1162.943333,1401.033333,155.89,52.16,41.39,-185.9766667
1/5/2023,21,4963.275,5428.893333,937.8266667,1682.215,1165.55,1400.965,151.1333333,50.48,41.50166667,-188.97
1/5/2023,22,4969.05,5428.465,938.365,1685.035,1168.158333,1400.901667,146.375,48.8,41.62,-191.96
1/5/2023,23,4974.825,5428.035,938.905,1687.85,1170.765,1400.835,141.6166667,47.12,41.73833333,-194.9533333
1/6/2023,0,4980.596667,5427.606667,939.445,1690.665,1173.375,1400.771667,136.86,45.445,41.85,-197.9466667
1/6/2023,1,4986.373333,5427.178333,939.9783333,1693.485,1175.98,1400.705,132.1,43.77,41.97,-200.94
1/6/2023,2,4992.146667,5426.75,940.515,1696.305,1178.59,1400.64,127.3433333,42.09,42.085,-203.9316667
1/6/2023,3,4997.923333,5426.321667,941.055,1699.125,1181.195,1400.575,122.585,40.41,42.2,-206.925
1/6/2023,4,5003.696667,5425.893333,941.595,1701.945,1183.805,1400.508333,117.8283333,38.73,42.32,-209.9183333
1/6/2023,5,5009.473333,5425.465,942.1283333,1704.761667,1186.411667,1400.445,113.07,37.055,42.43,-212.91
1/6/2023,6,5015.246667,5425.035,942.665,1707.575,1189.02,1400.376667,108.3116667,35.38,42.55,-215.9016667
1/6/2023,7,5021.023333,5424.606667,943.205,1710.395,1191.628333,1400.315,103.5533333,33.7,42.66666667,-218.8966667
1/6/2023,8,5026.796667,5424.178333,943.745,1713.215,1194.235,1400.245,98.79666667,32.02,42.78,-221.89
1/6/2023,9,5032.573333,5423.75,944.2783333,1716.035,1196.845,1400.183333,94.03833333,30.34,42.9,-224.88
1/6/2023,10,5038.346667,5423.321667,944.815,1718.855,1199.45,1400.115,89.28,28.66666667,43.01333333,-227.8733333
1/6/2023,11,5044.123333,5422.893333,945.355,1721.675,1202.06,1400.053333,84.52166667,26.99,43.13,-230.8683333
1/6/2023,12,5049.896667,5422.465,945.895,1724.485,1204.665,1399.985,79.765,25.31,43.25,-233.86
1/6/2023,13,5055.673333,5422.035,946.4283333,1727.305,1207.275,1399.921667,75.00666667,23.63,43.36,-236.8516667
1/6/2023,14,5061.445,5421.606667,946.965,1730.125,1209.881667,1399.855,70.25,21.95,43.48,-239.845
1/6/2023,15,5067.22,5421.178333,947.505,1732.945,1212.49,1399.79,65.49,20.27666667,43.59666667,-242.8383333
1/6/2023,16,5072.995,5420.75,948.045,1735.765,1215.096667,1399.725,60.73333333,18.6,43.71,-245.83
1/6/2023,17,5078.77,5420.321667,948.58,1738.585,1217.705,1399.658333,55.975,16.92,43.83,-248.8233333
1/6/2023,18,5084.545,5419.893333,949.115,1741.396667,1220.313333,1399.595,51.21666667,15.24,43.94333333,-251.8166667
1/6/2023,19,5090.32,5419.465,949.655,1744.215,1222.92,1399.526667,46.46,13.56,44.06,-254.81
1/6/2023,20,5096.095,5419.035,950.195,1747.035,1225.53,1399.465,41.70166667,11.88833333,44.18,-257.8
1/6/2023,21,5101.87,5418.606667,950.73,1749.855,1228.135,1399.395,36.94333333,10.21,44.29,-260.7933333
1/6/2023,22,5107.645,5418.178333,951.265,1752.675,1230.745,1399.335,32.18666667,8.53,44.41,-263.7883333
1/6/2023,23,5113.42,5417.75,951.805,1755.495,1233.351667,1399.265,27.42833333,6.85,44.52666667,-266.78
1/7/2023,0,5119.195,5417.321667,952.345,1758.31,1235.96,1399.203333,22.67,5.17,44.64,-269.7716667
1/7/2023,1,5124.97,5416.893333,952.88,1761.125,1238.566667,1399.135,17.91166667,3.498333333,44.76,-272.765
1/7/2023,2,5130.745,5416.465,953.415,1763.945,1241.175,1399.071667,13.15333333,1.82,44.87333333,-275.7583333
1/7/2023,3,5136.366667,5416.918333,953.8833333,1766.246667,1243.405,1399.013333,10.09666667,0.28,44.995,-278.29
1/7/2023,4,5140.611667,5425.335,953.7066667,1763.888333,1242.215,1399.03,22.33666667,0,45.15333333,-276.6816667
1/7/2023,5,5144.555,5435.52,953.3866667,1760.493333,1240.265,1399.065,37.97333333,0,45.32166667,-274.1516667
1/7/2023,6,5148.495,5445.705,953.07,1757.098333,1238.315,1399.098333,53.61333333,0,45.49,-271.6216667
1/7/2023,7,5152.435,5455.89,952.75,1753.703333,1236.365,1399.131667,69.25166667,0,45.65833333,-269.0933333
1/7/2023,8,5156.378333,5466.075,952.43,1750.308333,1234.415,1399.165,84.89,0,45.82666667,-266.5633333
1/7/2023,9,5160.318333,5476.26,952.11,1746.913333,1232.465,1399.198333,100.5283333,0,45.99333333,-264.035
1/7/2023,10,5164.26,5486.445,951.79,1743.518333,1230.515,1399.233333,116.1666667,0,46.16166667,-261.505
1/7/2023,11,5168.201667,5496.63,951.4733333,1740.123333,1228.565,1399.265,131.8066667,0,46.33,-258.975
1/7/2023,12,5172.141667,5506.815,951.1533333,1736.728333,1226.615,1399.3,147.445,0,46.49833333,-256.4466667
1/7/2023,13,5176.083333,5517,950.8333333,1733.333333,1224.665,1399.333333,163.0833333,0,46.66666667,-253.9166667
1/7/2023,14,5180.025,5527.185,950.5133333,1729.938333,1222.715,1399.366667,178.7233333,0,46.83333333,-251.3866667
1/7/2023,15,5183.965,5537.37,950.1933333,1726.543333,1220.768333,1399.4,194.36,0,47.00166667,-248.8583333
1/7/2023,16,5187.906667,5547.555,949.8766667,1723.148333,1218.82,1399.435,210,0,47.17,-246.3283333
1/7/2023,17,5191.848333,5557.74,949.5566667,1719.753333,1216.87,1399.466667,225.6366667,0,47.33833333,-243.8
1/7/2023,18,5195.788333,5567.925,949.2366667,1716.358333,1214.92,1399.501667,241.2766667,0,47.50666667,-241.27
1/7/2023,19,5199.731667,5578.11,948.9166667,1712.963333,1212.97,1399.535,256.915,0,47.67666667,-238.74
1/7/2023,20,5203.671667,5588.295,948.5966667,1709.568333,1211.02,1399.568333,272.5533333,0,47.84333333,-236.21
1/7/2023,21,5207.611667,5598.48,948.28,1706.173333,1209.07,1399.603333,288.1933333,0,48.01166667,-233.6816667
1/7/2023,22,5211.555,5608.665,947.96,1702.778333,1207.12,1399.635,303.8316667,0,48.18,-231.1516667
1/7/2023,23,5215.495,5618.848333,947.64,1699.385,1205.17,1399.67,319.47,0,48.34833333,-228.6216667
1/8/2023,0,5219.435,5629.033333,947.32,1695.988333,1203.22,1399.703333,335.1083333,0,48.51666667,-226.0933333
1/8/2023,1,5223.378333,5639.216667,947,1692.595,1201.27,1399.736667,350.7466667,0,48.68333333,-223.5633333
1/8/2023,2,5227.318333,5649.403333,946.6833333,1689.198333,1199.32,1399.77,366.3866667,0,48.85166667,-221.035
1/8/2023,3,5231.26,5659.586667,946.3633333,1685.805,1197.373333,1399.805,382.0233333,0,49.02,-218.505
1/8/2023,4,5235.201667,5669.773333,946.0433333,1682.408333,1195.425,1399.836667,397.6633333,0,49.18833333,-215.975
1/8/2023,5,5239.141667,5679.956667,945.7233333,1679.015,1193.475,1399.871667,413.3033333,0,49.35666667,-213.4466667
1/8/2023,6,5243.083333,5690.143333,945.4033333,1675.618333,1191.525,1399.905,428.94,0,49.52333333,-210.9166667
1/8/2023,7,5247.025,5700.326667,945.0866667,1672.225,1189.575,1399.938333,444.58,0,49.69166667,-208.3866667
1/8/2023,8,5250.965,5710.513333,944.7666667,1668.828333,1187.625,1399.971667,460.2166667,0,49.86,-205.8583333
1/8/2023,9,5254.906667,5720.696667,944.4466667,1665.435,1185.675,1400.005,475.8566667,0,50.02833333,-203.3283333
1/8/2023,10,5258.848333,5730.883333,944.1266667,1662.038333,1183.725,1400.04,491.495,0,50.19666667,-200.8
1/8/2023,11,5262.788333,5741.066667,943.8083333,1658.645,1181.775,1400.073333,507.1333333,0,50.36333333,-198.27
1/8/2023,12,5266.731667,5751.253333,943.49,1655.248333,1179.825,1400.105,522.7733333,0,50.53166667,-195.74
1/8/2023,13,5270.671667,5761.436667,943.17,1651.855,1177.875,1400.14,538.41,0,50.7,-193.21
1/8/2023,14,5274.611667,5771.623333,942.85,1648.458333,1175.925,1400.175,554.05,0,50.86833333,-190.6816667
1/8/2023,15,5278.555,5781.806667,942.53,1645.065,1173.978333,1400.206667,569.6883333,0,51.03666667,-188.1516667
1/8/2023,16,5282.495,5791.993333,942.21,1641.668333,1172.03,1400.24,585.3266667,0,51.20333333,-185.6216667
1/8/2023,17,5286.435,5802.176667,941.8933333,1638.275,1170.08,1400.275,600.9666667,0,51.37166667,-183.0933333
1/8/2023,18,5290.378333,5812.363333,941.5733333,1634.878333,1168.13,1400.308333,616.6033333,0,51.54,-180.5633333
1/8/2023,19,5294.318333,5822.545,941.2533333,1631.485,1166.18,1400.341667,632.2433333,0,51.70833333,-178.035
1/8/2023,20,5298.26,5832.73,940.9333333,1628.09,1164.23,1400.375,647.8816667,0,51.87666667,-175.505
1/8/2023,21,5302.201667,5842.915,940.615,1624.695,1162.28,1400.408333,663.52,0,52.04333333,-172.975
1/8/2023,22,5306.141667,5853.1,940.2966667,1621.3,1160.33,1400.443333,679.16,0,52.21166667,-170.4466667
1/8/2023,23,5310.083333,5863.285,939.9766667,1617.905,1158.38,1400.475,694.7966667,0,52.38,-167.9166667
1/9/2023,0,5314.025,5873.47,939.6566667,1614.51,1156.43,1400.51,710.4366667,0,52.55,-165.3866667
1/9/2023,1,5317.965,5883.655,939.3366667,1611.115,1154.48,1400.545,726.075,0,52.71833333,-162.8583333
1/9/2023,2,5321.906667,5893.84,939.0183333,1607.72,1152.53,1400.576667,741.7133333,0,52.88666667,-160.3283333
1/9/2023,3,5325.848333,5904.025,938.7,1604.325,1150.583333,1400.61,757.3533333,0,53.05333333,-157.8
1/9/2023,4,5329.788333,5914.21,938.38,1600.93,1148.635,1400.645,772.99,0,53.22166667,-155.27
1/9/2023,5,5333.731667,5924.395,938.06,1597.535,1146.685,1400.678333,788.63,0,53.39,-152.74
1/9/2023,6,5337.671667,5934.58,937.74,1594.14,1144.735,1400.711667,804.2666667,0,53.55833333,-150.21
1/9/2023,7,5341.611667,5944.765,937.42,1590.745,1142.785,1400.745,819.9066667,0,53.72666667,-147.6816667
1/9/2023,8,5345.555,5954.95,937.1033333,1587.35,1140.835,1400.778333,835.5466667,0,53.89333333,-145.1516667
1/9/2023,9,5349.495,5965.135,936.7833333,1583.955,1138.885,1400.813333,851.1833333,0,54.06166667,-142.6216667
1/9/2023,10,5353.435,5975.32,936.4633333,1580.56,1136.935,1400.845,866.8233333,0,54.23,-140.0933333
1/9/2023,11,5357.378333,5985.505,936.1433333,1577.165,1134.985,1400.88,882.4616667,0,54.39833333,-137.5633333
1/9/2023,12,5361.318333,5995.69,935.825,1573.77,1133.035,1400.913333,898.1,0,54.56666667,-135.035
1/9/2023,13,5365.26,6005.875,935.5066667,1570.375,1131.085,1400.946667,913.7383333,0,54.73333333,-132.505
1/9/2023,14,5369.201667,6016.06,935.1866667,1566.98,1129.135,1400.98,929.3766667,0,54.90166667,-129.975
1/9/2023,15,5373.141667,6026.243333,934.8666667,1563.585,1127.19,1401.015,945.0166667,0,55.07,-127.4466667
1/9/2023,16,5377.083333,6036.426667,934.5466667,1560.191667,1125.24,1401.046667,960.655,0,55.23833333,-124.9166667
1/9/2023,17,5381.025,6046.613333,934.2283333,1556.795,1123.29,1401.081667,976.2933333,0,55.40666667,-122.3866667
1/9/2023,18,5384.965,6056.796667,933.91,1553.401667,1121.34,1401.115,991.9333333,0,55.57333333,-119.8583333
1/9/2023,19,5388.906667,6066.983333,933.59,1550.005,1119.39,1401.148333,1007.57,0,55.74166667,-117.3283333
1/9/2023,20,5392.848333,6077.166667,933.27,1546.611667,1117.44,1401.181667,1023.21,0,55.91,-114.8
1/9/2023,21,5396.788333,6087.353333,932.95,1543.215,1115.49,1401.215,1038.846667,0,56.07833333,-112.27
1/9/2023,22,5400.731667,6097.536667,932.6316667,1539.821667,1113.54,1401.25,1054.486667,0,56.24666667,-109.74
1/9/2023,23,5404.671667,6107.723333,932.3133333,1536.425,1111.59,1401.283333,1070.126667,0,56.41333333,-107.21
1/10/2023,0,5408.611667,6117.906667,931.9933333,1533.031667,1109.64,1401.315,1085.763333,0,56.58166667,-104.6816667
1/10/2023,1,5412.555,6128.093333,931.6733333,1529.635,1107.69,1401.35,1101.403333,0,56.75,-102.1516667
1/10/2023,2,5416.495,6138.276667,931.3533333,1526.241667,1105.74,1401.385,1117.041667,0,56.91833333,-99.62166667
1/10/2023,3,5420.435,6148.463333,931.035,1522.845,1103.795,1401.416667,1132.68,0,57.08666667,-97.09333333
1/10/2023,4,5424.378333,6158.646667,930.7166667,1519.451667,1101.845,1401.45,1148.318333,0,57.25333333,-94.56333333
1/10/2023,5,5428.318333,6168.833333,930.3966667,1516.055,1099.895,1401.485,1163.956667,0,57.42166667,-92.035
1/10/2023,6,5432.26,6179.016667,930.0766667,1512.661667,1097.945,1401.518333,1179.596667,0,57.59166667,-89.505
1/10/2023,7,5436.201667,6189.203333,929.7566667,1509.265,1095.995,1401.551667,1195.233333,0,57.76,-86.975
1/10/2023,8,5440.141667,6199.386667,929.4383333,1505.871667,1094.045,1401.585,1210.873333,0,57.92833333,-84.44666667
1/10/2023,9,5444.083333,6209.573333,929.12,1502.475,1092.095,1401.62,1226.513333,0,58.09666667,-81.91666667
1/10/2023,10,5448.025,6219.756667,928.8,1499.081667,1090.145,1401.653333,1242.15,0,58.26333333,-79.38666667
1/10/2023,11,5451.965,6229.94,928.48,1495.686667,1088.195,1401.685,1257.79,0,58.43166667,-76.85833333
1/10/2023,12,5455.906667,6240.125,928.16,1492.291667,1086.245,1401.72,1273.426667,0,58.6,-74.32833333
1/10/2023,13,5459.848333,6250.31,927.8416667,1488.896667,1084.295,1401.755,1289.066667,0,58.76833333,-71.8
