Date,Demand_MW,Total_Production_MW,Coal_MW,Hydrocarbons_MW,Water_MW,Nuclear_MW,Wind_MW,Solar_MW,Biomass_MW,Import_MW,Import_Positive_MW,Export_Positive_MW,AvgTemp_Celsius,AvgWindSpeed_kmh,SolarRadiation_WM2
2023-01-02 12:00:00,5088.5,6352.833333333333,873.3333333333334,1585.8333333333333,1848.8333333333333,1407.8333333333333,77.66666666666667,529.1666666666666,30.0,-1264.1666666666667,0.0,1264.1666666666667,3.6,3.42,61
2023-01-02 13:00:00,5047.166666666667,6039.166666666667,866.1666666666666,1580.5,1607.3333333333333,1408.6666666666667,66.16666666666667,480.5,29.666666666666668,-992.0,0.0,992.0,3.34,5.13,35
2023-01-02 14:00:00,5021.166666666667,5999.5,876.5,1588.5,1616.5,1409.6666666666667,111.5,367.5,30.0,-978.3333333333334,0.0,978.3333333333334,3.3,6.03,51
2023-01-02 15:00:00,5145.285714285715,5910.0,883.5714285714286,1576.857142857143,1641.0,1410.2857142857142,206.0,162.57142857142858,29.714285714285715,-764.7142857142857,0.0,764.7142857142857,3.04,4.23,22
2023-01-02 16:00:00,5412.166666666667,5917.666666666667,883.1666666666666,1601.1666666666667,1649.6666666666667,1409.3333333333333,324.5,19.33333333333333,30.0,-505.6666666666667,0.0,505.6666666666667,2.65,5.22,0
2023-01-02 17:00:00,5949.833333333333,6207.833333333333,873.0,1689.3333333333333,1681.5,1412.3333333333333,521.8333333333334,0.0,29.666666666666668,-257.8333333333333,0.0,257.8333333333333,2.51,4.455,0
2023-01-02 18:00:00,6050.5,6608.166666666667,857.0,1697.0,1907.3333333333333,1409.0,706.5,0.0,31.33333333333333,-557.3333333333334,0.0,557.3333333333334,2.32,4.635,0
2023-01-02 19:00:00,6005.833333333333,6724.5,856.1666666666666,1700.5,1918.0,1410.3333333333333,808.0,0.0,30.83333333333333,-718.6666666666666,0.0,718.6666666666666,2.21,2.79,0
2023-01-02 20:00:00,5920.0,6769.666666666667,845.3333333333334,1678.0,1909.6666666666667,1410.3333333333333,895.3333333333334,0.0,31.0,-849.6666666666666,0.0,849.6666666666666,2.11,1.89,0
2023-01-02 21:00:00,5686.0,6724.666666666667,862.8333333333334,1548.1666666666667,1946.3333333333333,1409.6666666666667,926.6666666666666,0.0,31.166666666666668,-1038.1666666666667,0.0,1038.1666666666667,1.93,1.485,0
2023-01-02 22:00:00,5353.166666666667,6544.333333333333,880.1666666666666,1514.1666666666667,1903.0,1408.8333333333333,806.6666666666666,0.0,31.5,-1191.1666666666667,0.0,1191.1666666666667,1.81,1.125,0
2023-01-02 23:00:00,5022.333333333333,6255.333333333333,863.1666666666666,1592.8333333333333,1667.8333333333333,1409.5,692.0,0.0,30.166666666666668,-1233.5,0.0,1233.5,1.71,0.765,0
2023-01-03 00:00:00,4777.142857142857,5957.714285714285,864.2857142857143,1610.571428571429,1411.857142857143,1409.857142857143,631.0,0.0,30.0,-1180.571428571429,0.0,1180.571428571429,1.52,0.405,0
2023-01-03 01:00:00,4590.5,5678.5,868.6666666666666,1377.8333333333333,1453.3333333333333,1407.5,541.0,0.0,30.0,-1088.3333333333333,0.0,1088.3333333333333,1.41,0.045,0
2023-01-03 02:00:00,4478.833333333333,5597.333333333333,869.8333333333334,1379.0,1464.8333333333333,1407.5,446.8333333333333,0.0,29.83333333333333,-1118.5,0.0,1118.5,1.31,0.0,0
2023-01-03 03:00:00,4468.666666666667,5568.833333333333,878.3333333333334,1396.6666666666667,1482.0,1407.1666666666667,374.3333333333333,0.0,30.0,-1100.1666666666667,0.0,1100.1666666666667,1.21,0.315,0
2023-01-03 04:00:00,4509.333333333333,5628.5,955.5,1432.1666666666667,1455.6666666666667,1408.3333333333333,346.3333333333333,0.0,30.166666666666668,-1119.0,0.0,1119.0,1.11,0.045,0
2023-01-03 05:00:00,4693.166666666667,5729.166666666667,983.6666666666666,1469.3333333333333,1459.6666666666667,1406.8333333333333,379.6666666666667,0.0,30.0,-1036.5,0.0,1036.5,1.01,0.315,0
2023-01-03 06:00:00,5182.833333333333,5809.333333333333,961.1666666666666,1440.8333333333333,1526.6666666666667,1409.3333333333333,440.8333333333333,0.0,30.166666666666668,-626.6666666666666,0.0,626.6666666666666,0.91,0.045,0
2023-01-03 07:00:00,5806.0,6296.166666666667,880.6666666666666,1382.1666666666667,2043.5,1408.1666666666667,551.1666666666666,1.0,30.166666666666668,-490.3333333333333,0.0,490.3333333333333,0.81,0.315,0
2023-01-03 08:00:00,6293.166666666667,6693.666666666667,866.1666666666666,1490.5,2223.0,1407.1666666666667,650.5,24.83333333333333,31.5,-400.3333333333333,0.0,400.3333333333333,1.24,0.36,18
2023-01-03 09:00:00,6519.333333333333,6777.666666666667,875.6666666666666,1439.5,2245.0,1388.1666666666667,640.5,156.66666666666666,32.0,-258.1666666666667,0.0,258.1666666666667,3.31,0.36,269
2023-01-03 10:00:00,6535.428571428572,6723.714285714285,883.1428571428571,1383.2857142857142,2255.285714285714,1363.2857142857142,463.8571428571428,342.7142857142857,31.857142857142858,-188.14285714285717,0.0,188.14285714285717,4.82,0.36,240
2023-01-03 11:00:00,6444.5,6635.166666666667,883.5,1408.3333333333333,2186.1666666666665,1383.0,310.6666666666667,432.0,31.166666666666668,-190.66666666666663,0.0,190.66666666666663,5.79,1.305,242
2023-01-03 12:00:00,6396.666666666667,6661.666666666667,881.8333333333334,1414.0,2174.333333333333,1366.0,316.3333333333333,479.1666666666667,30.166666666666668,-264.8333333333333,0.0,264.8333333333333,5.9,1.44,107
2023-01-03 13:00:00,6378.0,6494.166666666667,876.6666666666666,1408.0,2012.8333333333333,1382.8333333333333,343.6666666666667,439.3333333333333,30.5,-116.16666666666669,0.0,116.16666666666669,6.16,1.755,159
2023-01-03 14:00:00,6363.666666666667,6426.5,935.1666666666666,1417.3333333333333,2001.8333333333333,1369.0,343.3333333333333,328.5,31.33333333333333,-63.0,0.0,63.0,5.94,1.485,82
2023-01-03 15:00:00,6386.166666666667,6289.666666666667,944.8333333333334,1458.5,2025.5,1362.0,320.3333333333333,146.83333333333334,31.666666666666668,96.5,96.5,0.0,5.55,0.81,52
2023-01-03 16:00:00,6542.333333333333,6340.833333333333,958.5,1578.1666666666667,2085.5,1348.8333333333333,312.0,25.0,32.833333333333336,201.5,201.5,0.0,4.8,1.35,0
2023-01-03 17:00:00,7051.333333333333,6700.0,1003.5,1703.0,2116.6666666666665,1347.0,495.6666666666667,0.3333333333333333,34.0,351.3333333333333,351.3333333333333,0.0,4.35,2.385,0
2023-01-03 18:00:00,7108.0,7188.833333333333,1035.5,1699.1666666666667,2387.6666666666665,1389.1666666666667,639.3333333333334,0.0,37.66666666666666,-80.83333333333333,10.166666666666666,91.0,4.04,5.04,0
2023-01-03 19:00:00,7000.0,7146.333333333333,1030.6666666666667,1697.5,2363.5,1393.0,623.3333333333334,0.0,37.5,-146.16666666666666,0.0,146.16666666666666,3.65,4.77,0
2023-01-03 20:00:00,6865.0,7069.857142857143,1026.142857142857,1677.0,2316.8571428571427,1391.2857142857142,620.7142857142857,0.0,37.285714285714285,-204.8571428571429,0.0,204.8571428571429,3.25,3.42,0
2023-01-03 21:00:00,6531.166666666667,7187.333333333333,1015.6666666666666,1705.0,2276.6666666666665,1391.8333333333333,760.1666666666666,0.0,38.0,-656.3333333333334,0.0,656.3333333333334,2.85,3.24,0
2023-01-03 22:00:00,6014.666666666667,7182.0,970.0,1704.5,2108.833333333333,1395.0,966.5,0.0,36.66666666666666,-1167.1666666666667,0.0,1167.1666666666667,2.54,4.185,0
2023-01-03 23:00:00,5637.5,6837.166666666667,911.6666666666666,1643.1666666666667,1794.3333333333333,1395.1666666666667,1054.0,0.0,39.0,-1199.6666666666667,0.0,1199.6666666666667,2.15,4.005,0
2023-01-04 00:00:00,5385.333333333333,6643.666666666667,911.6666666666666,1509.6666666666667,1572.6666666666667,1399.1666666666667,1209.6666666666667,0.0,41.0,-1258.5,0.0,1258.5,1.75,4.275,0
2023-01-04 01:00:00,5186.666666666667,6200.5,896.5,1311.8333333333333,1143.1666666666667,1398.8333333333333,1409.1666666666667,0.0,40.5,-1014.1666666666666,0.0,1014.1666666666666,1.26,4.005,0
2023-01-04 02:00:00,5085.166666666667,5956.833333333333,889.5,1338.1666666666667,853.8333333333334,1405.3333333333333,1428.8333333333333,0.0,41.5,-871.6666666666666,0.0,871.6666666666666,0.76,3.96,0
2023-01-04 03:00:00,5005.333333333333,5965.833333333333,907.6666666666666,1393.8333333333333,901.3333333333334,1408.0,1314.0,0.0,40.5,-959.8333333333334,0.0,959.8333333333334,0.18,5.22,0
2023-01-04 04:00:00,5098.5,5919.666666666667,913.6666666666666,1410.3333333333333,1007.0,1405.8333333333333,1141.5,0.0,40.66666666666666,-820.8333333333334,0.0,820.8333333333334,-0.34,6.66,0
2023-01-04 05:00:00,5226.0,5950.0,916.3333333333334,1409.1666666666667,1176.1666666666667,1405.8333333333333,1000.8333333333334,0.0,41.16666666666666,-723.6666666666666,0.0,723.6666666666666,-0.84,9.36,0
2023-01-04 06:00:00,5605.857142857143,6110.285714285715,913.8571428571428,1389.428571428571,1385.7142857142858,1406.2857142857142,969.7142857142856,0.1428571428571428,44.71428571428572,-504.2857142857143,0.0,504.2857142857143,-1.43,6.57,0
2023-01-04 07:00:00,6246.666666666667,6627.666666666667,926.3333333333334,1435.6666666666667,1884.0,1405.6666666666667,930.5,0.1666666666666666,45.66666666666666,-381.3333333333333,0.0,381.3333333333333,-1.94,3.915,0
2023-01-04 08:00:00,6716.166666666667,7006.666666666667,925.8333333333334,1593.6666666666667,2122.0,1405.0,910.8333333333334,3.333333333333333,46.333333333333336,-290.6666666666667,0.0,290.6666666666667,-0.25,2.97,152
2023-01-04 09:00:00,6980.333333333333,7098.666666666667,929.1666666666666,1710.6666666666667,2035.6666666666667,1380.3333333333333,966.8333333333334,29.83333333333333,46.5,-117.83333333333331,3.0,120.83333333333331,-0.09,3.195,48
2023-01-04 10:00:00,7116.5,7128.5,902.8333333333334,1701.8333333333333,1951.3333333333333,1373.0,1058.5,94.83333333333331,45.833333333333336,-11.833333333333334,12.333333333333334,24.166666666666668,0.43,2.295,88
2023-01-04 11:00:00,7121.0,7168.0,891.6666666666666,1701.0,1898.1666666666667,1372.6666666666667,1107.1666666666667,151.0,46.16666666666666,-46.5,0.0,46.5,1.38,2.475,156
2023-01-04 12:00:00,7084.5,7020.666666666667,918.8333333333334,1558.5,1933.1666666666667,1354.0,1034.1666666666667,176.16666666666666,45.5,64.0,97.0,33.0,2.11,2.205,175
2023-01-04 13:00:00,7126.0,6780.0,940.5,1581.5,2007.1666666666667,1354.1666666666667,703.5,146.5,46.16666666666666,345.0,345.0,0.0,2.55,3.42,168
2023-01-04 14:00:00,7002.666666666667,6605.333333333333,1049.0,1771.0,1973.1666666666667,1330.5,327.3333333333333,107.66666666666669,46.5,397.1666666666667,397.1666666666667,0.0,3.04,2.025,297
2023-01-04 15:00:00,6929.166666666667,6487.333333333333,1126.5,1788.3333333333333,1983.0,1348.8333333333333,134.16666666666666,59.833333333333336,46.833333333333336,441.8333333333333,441.8333333333333,0.0,2.84,1.485,140
2023-01-04 16:00:00,7014.857142857143,6360.428571428572,1108.7142857142858,1796.142857142857,1988.571428571429,1367.571428571429,46.0,7.285714285714286,46.0,654.2857142857143,654.2857142857143,0.0,2.01,1.44,0
2023-01-04 17:00:00,7373.666666666667,6393.833333333333,1037.5,1804.6666666666667,2084.833333333333,1365.6666666666667,55.0,0.0,46.833333333333336,979.8333333333334,979.8333333333334,0.0,1.64,1.755,0
2023-01-04 18:00:00,7428.333333333333,6689.5,1033.0,1832.8333333333333,2359.1666666666665,1382.0,35.833333333333336,0.0,47.333333333333336,739.0,739.0,0.0,1.34,2.43,0
2023-01-04 19:00:00,7275.5,6618.666666666667,1041.1666666666667,1819.6666666666667,2271.333333333333,1393.6666666666667,47.333333333333336,0.0,47.0,656.6666666666666,656.6666666666666,0.0,1.04,2.52,0
2023-01-04 20:00:00,7131.666666666667,6567.333333333333,1033.8333333333333,1800.6666666666667,2176.5,1392.5,118.66666666666669,0.0,45.5,564.3333333333334,564.3333333333334,0.0,0.74,2.835,0
2023-01-04 21:00:00,6769.5,6642.333333333333,1019.8333333333334,1801.8333333333333,2127.5,1391.5,255.33333333333331,0.0,47.0,127.33333333333331,127.33333333333331,0.0,0.44,1.935,0
2023-01-04 22:00:00,6265.166666666667,6657.333333333333,1005.3333333333334,1792.6666666666667,2013.5,1392.6666666666667,408.0,0.0,45.333333333333336,-392.0,0.0,392.0,0.14,2.43,0
2023-01-04 23:00:00,5832.333333333333,6432.166666666667,922.1666666666666,1729.3333333333333,1767.5,1394.0,575.6666666666666,0.0,44.333333333333336,-600.0,0.0,600.0,-0.16,2.52,0
2023-01-05 00:00:00,5545.833333333333,6396.666666666667,954.1666666666666,1668.1666666666667,1466.8333333333333,1394.5,869.3333333333334,0.0,43.66666666666666,-850.5,0.0,850.5,-0.55,2.52,0
2023-01-05 01:00:00,5357.666666666667,6120.0,914.8333333333334,1446.3333333333333,1084.1666666666667,1393.8333333333333,1238.5,0.0,42.833333333333336,-762.5,0.0,762.5,-0.77,4.41,0
2023-01-05 02:00:00,5246.428571428572,6206.857142857143,909.8571428571428,1409.7142857142858,818.2857142857143,1399.7142857142858,1627.2857142857142,0.0,42.71428571428572,-960.1428571428572,0.0,960.1428571428572,-0.98,6.57,0
2023-01-05 03:00:00,5211.5,6302.0,927.6666666666666,1457.6666666666667,727.0,1401.1666666666667,1746.3333333333333,0.0,42.66666666666666,-1090.6666666666667,0.0,1090.6666666666667,-1.18,5.58,0
2023-01-05 04:00:00,5226.333333333333,6534.166666666667,945.5,1501.0,897.8333333333334,1402.1666666666667,1745.5,0.0,42.66666666666666,-1307.6666666666667,0.0,1307.6666666666667,-1.38,4.14,0
2023-01-05 05:00:00,5411.166666666667,6757.333333333333,941.6666666666666,1500.1666666666667,1023.8333333333334,1403.5,1845.8333333333333,0.0,43.16666666666666,-1346.3333333333333,0.0,1346.3333333333333,-1.57,7.425,0
2023-01-05 06:00:00,5799.333333333333,6993.0,997.3333333333334,1512.1666666666667,1181.8333333333333,1407.3333333333333,1849.8333333333333,0.0,44.66666666666666,-1193.3333333333333,0.0,1193.3333333333333,-1.77,5.715,0
2023-01-05 07:00:00,6363.5,7908.5,1063.8333333333333,1532.6666666666667,1763.5,1406.0,2098.833333333333,0.0,44.833333333333336,-1544.8333333333333,0.0,1544.8333333333333,-1.98,7.605,0
2023-01-05 08:00:00,6888.5,8438.333333333334,1099.8333333333333,1785.5,1814.3333333333333,1405.6666666666667,2280.0,8.166666666666666,45.0,-1549.8333333333333,0.0,1549.8333333333333,-0.34,5.085,181
2023-01-05 09:00:00,7226.166666666667,8530.333333333334,1117.3333333333333,1782.6666666666667,1804.6666666666667,1367.1666666666667,2341.1666666666665,71.5,45.833333333333336,-1304.0,0.0,1304.0,0.77,4.365,165
2023-01-05 10:00:00,7319.666666666667,8595.0,1131.5,1770.0,1759.0,1384.3333333333333,2372.0,133.0,44.5,-1275.1666666666667,0.0,1275.1666666666667,2.13,3.375,314
2023-01-05 11:00:00,7227.714285714285,8666.42857142857,1107.142857142857,1768.857142857143,1730.428571428571,1378.0,2433.8571428571427,203.0,45.285714285714285,-1438.857142857143,0.0,1438.857142857143,3.0,2.61,253
2023-01-05 12:00:00,7135.333333333333,8740.833333333334,1133.8333333333333,1767.3333333333333,1729.0,1365.1666666666667,2434.333333333333,267.8333333333333,43.5,-1605.5,0.0,1605.5,3.54,2.205,222
2023-01-05 13:00:00,7105.833333333333,8604.5,1136.8333333333333,1760.5,1595.8333333333333,1360.5,2417.333333333333,290.6666666666667,42.833333333333336,-1498.1666666666667,0.0,1498.1666666666667,2.46,2.16,15
2023-01-05 14:00:00,6987.5,8477.0,1130.8333333333333,1757.8333333333333,1588.5,1356.0,2353.0,247.83333333333331,43.333333333333336,-1489.5,0.0,1489.5,2.3,3.105,135
2023-01-05 15:00:00,7024.333333333333,8276.5,1142.5,1782.3333333333333,1758.1666666666667,1372.5,2070.333333333333,106.66666666666669,43.833333333333336,-1252.1666666666667,0.0,1252.1666666666667,2.21,2.925,190
2023-01-05 16:00:00,7104.666666666667,8318.333333333334,1131.5,1803.6666666666667,1896.8333333333333,1379.3333333333333,2041.8333333333333,20.666666666666668,44.5,-1214.1666666666667,0.0,1214.1666666666667,1.59,2.88,0
2023-01-05 17:00:00,7527.333333333333,8493.666666666666,1113.5,1807.0,1972.6666666666667,1377.3333333333333,2178.6666666666665,0.0,45.333333333333336,-966.8333333333334,0.0,966.8333333333334,1.24,4.455,0
2023-01-05 18:00:00,7562.0,8642.0,1122.6666666666667,1817.3333333333333,2091.833333333333,1396.6666666666667,2168.1666666666665,0.0,45.66666666666666,-1079.8333333333333,0.0,1079.8333333333333,0.94,6.57,0
2023-01-05 19:00:00,7470.5,8514.0,1124.3333333333333,1820.6666666666667,1976.0,1396.8333333333333,2158.1666666666665,0.0,38.833333333333336,-1043.8333333333333,0.0,1043.8333333333333,0.55,6.84,0
2023-01-05 20:00:00,7311.166666666667,8549.333333333334,1124.1666666666667,1805.6666666666667,1876.6666666666667,1396.6666666666667,2304.5,0.0,42.5,-1238.1666666666667,0.0,1238.1666666666667,0.24,4.005,0
2023-01-05 21:00:00,6924.285714285715,8331.142857142857,1134.142857142857,1778.571428571429,1839.7142857142856,1396.142857142857,2138.5714285714284,0.0,44.285714285714285,-1406.571428571429,0.0,1406.571428571429,-0.15,5.805,0
2023-01-05 22:00:00,6355.666666666667,7957.833333333333,1051.6666666666667,1760.5,1860.8333333333333,1396.6666666666667,1843.0,0.0,45.16666666666666,-1602.1666666666667,0.0,1602.1666666666667,-0.46,6.75,0
2023-01-05 23:00:00,5884.0,7786.166666666667,1023.6666666666666,1765.3333333333333,1708.0,1397.1666666666667,1850.0,0.0,42.5,-1902.3333333333333,0.0,1902.3333333333333,-0.85,5.58,0
2023-01-06 00:00:00,5564.833333333333,7447.666666666667,970.3333333333334,1772.8333333333333,1433.0,1396.5,1829.6666666666667,0.0,46.5,-1882.8333333333333,0.0,1882.8333333333333,-1.16,6.66,0
2023-01-06 01:00:00,5380.0,6704.666666666667,964.5,1542.3333333333333,1160.1666666666667,1400.6666666666667,1592.8333333333333,0.0,45.0,-1327.1666666666667,0.0,1327.1666666666667,-2.07,9.99,0
2023-01-06 02:00:00,5221.0,6571.285714285715,980.1428571428572,1541.2857142857142,1189.2857142857142,1407.7142857142858,1408.142857142857,0.0,45.142857142857146,-1350.142857142857,0.0,1350.142857142857,-2.99,11.385,0
2023-01-06 03:00:00,5182.666666666667,6436.0,977.1666666666666,1546.6666666666667,1225.8333333333333,1406.8333333333333,1234.5,0.0,44.833333333333336,-1253.3333333333333,0.0,1253.3333333333333,-3.98,11.52,0
2023-01-06 04:00:00,5213.333333333333,6534.0,1005.3333333333334,1590.6666666666667,1362.8333333333333,1406.3333333333333,1123.5,0.0,45.333333333333336,-1320.8333333333333,0.0,1320.8333333333333,-4.98,10.575,0
2023-01-06 05:00:00,5382.833333333333,6621.166666666667,996.6666666666666,1579.8333333333333,1474.1666666666667,1406.3333333333333,1118.8333333333333,0.0,45.833333333333336,-1238.1666666666667,0.0,1238.1666666666667,-5.98,10.44,0
2023-01-06 06:00:00,5708.666666666667,6674.666666666667,963.3333333333334,1565.3333333333333,1569.3333333333333,1406.6666666666667,1123.5,0.0,47.333333333333336,-966.1666666666666,0.0,966.1666666666666,-6.98,9.81,0
2023-01-06 07:00:00,6279.285714285715,7378.571428571428,975.1428571428572,1560.857142857143,2232.428571428572,1406.2857142857142,1156.857142857143,0.0,47.42857142857143,-1099.7142857142858,0.0,1099.7142857142858,-7.98,10.35,0
2023-01-06 08:00:00,6677.5,7902.666666666667,981.1666666666666,1784.5,2199.833333333333,1406.3333333333333,1449.3333333333333,33.666666666666664,47.66666666666666,-1225.3333333333333,0.0,1225.3333333333333,-6.52,10.44,195
