Date,AvgTemp_Celsius,SunlightHours,AvgWindSpeed_kmh,SolarRadiation_WM2
1/6/2023,7.44,8.194373503,7.45,165.22
1/6/2023,10.09,8.194373503,6.12,263.12
1/6/2023,13.05,8.194373503,5.92,304.27
1/6/2023,13.84,8.194373503,5.42,343.12
1/6/2023,14,8.194373503,5.11,308.74
1/6/2023,13.73,8.194373503,4.77,237.45
1/6/2023,12.01,8.194373503,4.2,112.2
1/6/2023,8.69,8.194373503,3.86,17.99
1/6/2023,7.16,8.194373503,3.94,0
1/6/2023,5.87,8.194373503,4.58,0
1/6/2023,4.84,8.194373503,5.81,0
1/6/2023,4.02,8.194373503,7.09,0
1/6/2023,3.33,8.194373503,7.8,0
1/6/2023,2.62,8.194373503,7.79,0
1/6/2023,1.79,8.194373503,7.4,0
1/7/2023,1.2,10.38758166,6.79,0
1/7/2023,1,10.38758166,6.13,0
1/7/2023,0.42,10.38758166,5.63,0
1/7/2023,0.56,10.38758166,5.04,0
1/7/2023,0.87,10.38758166,4.21,0
1/7/2023,0.85,10.38758166,3.29,0
1/7/2023,0.68,10.38758166,2.26,0
1/7/2023,0.6,10.38758166,1.27,0
1/7/2023,0.83,10.38758166,0.51,41.29
1/7/2023,1.64,10.38758166,0.96,112.37
1/7/2023,3.05,10.38758166,1.73,214.02
1/7/2023,4.89,10.38758166,2.55,268.37
1/7/2023,7.44,10.38758166,3.49,291.05
1/7/2023,9.37,10.38758166,4.03,263.54
1/7/2023,10.07,10.38758166,4.15,199.74
1/7/2023,9.32,10.38758166,4.27,107.44
1/7/2023,5.9,10.38758166,4.82,18.78
1/7/2023,4.59,10.38758166,4.81,0
1/7/2023,4.17,10.38758166,4.17,0
1/7/2023,4.13,10.38758166,3.23,0
1/7/2023,4.31,10.38758166,2.39,0
1/7/2023,4.26,10.38758166,1.96,0
1/7/2023,3.72,10.38758166,2.12,0
1/7/2023,3.03,10.38758166,2.39,0
1/8/2023,2.49,9.787241604,2.44,0
1/8/2023,2.01,9.787241604,2.37,0
1/8/2023,1.49,9.787241604,2.41,0
1/8/2023,0.9,9.787241604,2.71,0
1/8/2023,0.33,9.787241604,3.19,0
1/8/2023,0.02,9.787241604,3.65,0
1/8/2023,-0.19,9.787241604,4.02,0
1/8/2023,-0.03,9.787241604,4.09,0
1/8/2023,1.19,9.787241604,3.7,39.62
1/8/2023,2.43,9.787241604,2.92,127.21
1/8/2023,4.01,9.787241604,2.81,165.45
1/8/2023,6.4,9.787241604,2.96,265.74
1/8/2023,8.28,9.787241604,2.78,302.51
1/8/2023,9.37,9.787241604,2.51,288.34
1/8/2023,9.79,9.787241604,2.36,237.24
1/8/2023,9.13,9.787241604,2.49,136.2
1/8/2023,5.74,9.787241604,3.67,27.82
1/8/2023,3.83,9.787241604,4.91,0
1/8/2023,3.07,9.787241604,5.51,0
1/8/2023,2.47,9.787241604,5.47,0
1/8/2023,2.03,9.787241604,4.89,0
1/8/2023,1.9,9.787241604,4.23,0
1/8/2023,1.71,9.787241604,3.77,0
1/8/2023,1.87,9.787241604,3.43,0
1/9/2023,1.98,11.48065934,2.99,0
1/9/2023,1.8,11.48065934,2.85,0
1/9/2023,1.65,11.48065934,2.95,0
1/9/2023,1.73,11.48065934,3.13,0
1/9/2023,1.95,11.48065934,3.22,0
1/9/2023,2.24,11.48065934,3.29,0
1/9/2023,2.48,11.48065934,3.59,0
1/9/2023,2.7,11.48065934,4,0
1/9/2023,3.19,11.48065934,4.33,54.62
1/9/2023,3.79,11.48065934,4.85,137.03
1/9/2023,4.83,11.48065934,5.21,213.09
1/9/2023,6.23,11.48065934,5.22,280.79
1/9/2023,7.94,11.48065934,5.08,287.55
1/9/2023,9.47,11.48065934,4.88,278.47
1/9/2023,10.29,11.48065934,4.77,218.97
1/9/2023,9.58,11.48065934,4.2,119.69
1/9/2023,6.44,11.48065934,4.27,26.01
1/9/2023,4.46,11.48065934,5.5,0
1/9/2023,3.65,11.48065934,7.4,0
1/9/2023,3.45,11.48065934,8.46,0
1/9/2023,2.97,11.48065934,8.2,0
1/9/2023,2.2,11.48065934,7.71,0
1/9/2023,1.38,11.48065934,7.33,0
1/9/2023,1.29,11.48065934,6.95,0
1/10/2023,1.62,11.49893344,6.25,0
1/10/2023,2.04,11.49893344,5.4,0
1/10/2023,2.17,11.49893344,4.71,0
1/10/2023,2.37,11.49893344,4.49,0
1/10/2023,2.63,11.49893344,4.63,0
1/10/2023,2.9,11.49893344,4.71,0
1/10/2023,3.19,11.49893344,4.96,0
1/10/2023,3.51,11.49893344,5.01,0
1/10/2023,3.92,11.49893344,5.74,33.92
1/10/2023,4.8,11.49893344,5.76,98.41
1/10/2023,6.14,11.49893344,5.31,129.28
1/10/2023,7.91,11.49893344,4.92,127.36
1/10/2023,9.7,11.49893344,4.82,144.58
1/10/2023,10.85,11.49893344,4.85,124.04
1/10/2023,10.86,11.49893344,5.78,94.08
1/10/2023,10.35,11.49893344,8.13,42.88
1/10/2023,9.9,11.49893344,10.7,14.74
1/10/2023,9.69,11.49893344,12.58,0
1/10/2023,9.8,11.49893344,14.2,0
1/10/2023,9.88,11.49893344,14.89,0
1/10/2023,9.53,11.49893344,14.08,0
1/10/2023,8.95,11.49893344,12.65,0
1/10/2023,8.31,11.49893344,10.47,0
1/10/2023,7.81,11.49893344,8.01,0
1/11/2023,7.58,8.114818132,6.55,0
1/11/2023,7.45,8.114818132,5.45,0
1/11/2023,7.33,8.114818132,5.42,0
1/11/2023,7.32,8.114818132,5.95,0
1/11/2023,7.33,8.114818132,6.93,0
1/11/2023,7.13,8.114818132,7.28,0
1/11/2023,7.03,8.114818132,7.92,0
1/11/2023,7.01,8.114818132,8.43,0
1/11/2023,7.05,8.114818132,8.64,27.01
1/11/2023,7.31,8.114818132,9.09,50.66
1/11/2023,7.77,8.114818132,9.8,110.84
1/11/2023,8,8.114818132,9.54,52.87
1/11/2023,8.07,8.114818132,9.37,93.32
1/11/2023,7.86,8.114818132,9.24,61.53
1/11/2023,7.24,8.114818132,9.57,57.07
1/11/2023,6.39,8.114818132,10.14,17.44
1/11/2023,5.51,8.114818132,10.76,12.6
1/11/2023,4.74,8.114818132,10.95,0
1/11/2023,4.19,8.114818132,11.04,0
1/11/2023,3.76,8.114818132,10.87,0
1/11/2023,3.28,8.114818132,10.68,0
1/11/2023,2.48,8.114818132,10.43,0
1/11/2023,1.51,8.114818132,9.83,0
1/11/2023,1.02,8.114818132,9.22,0
1/12/2023,0.98,11.79164968,8.94,0
1/12/2023,0.95,11.79164968,8.55,0
1/12/2023,0.89,11.79164968,8.17,0
1/12/2023,0.8,11.79164968,7.58,0
1/12/2023,0.73,11.79164968,7.45,0
1/12/2023,0.72,11.79164968,7.32,0
1/12/2023,0.75,11.79164968,6.69,0
1/12/2023,0.74,11.79164968,6.24,0
1/12/2023,0.8,11.79164968,5.96,21.91
1/12/2023,0.96,11.79164968,6.25,19.99
1/12/2023,1.11,11.79164968,5.84,41.83
1/12/2023,1.4,11.79164968,5.55,59.11
1/12/2023,1.72,11.79164968,5.03,52.52
1/12/2023,1.98,11.79164968,4.6,60.14
1/12/2023,2.05,11.79164968,4.12,56.04
1/12/2023,1.87,11.79164968,3.53,37.52
1/12/2023,1.36,11.79164968,2.87,15.12
1/12/2023,0.83,11.79164968,2.53,0
1/12/2023,0.6,11.79164968,2.33,0
1/12/2023,0.44,11.79164968,2.18,0
1/12/2023,0.27,11.79164968,2.12,0
1/12/2023,0.13,11.79164968,2.23,0
1/12/2023,0.03,11.79164968,2.42,0
1/12/2023,-0.11,11.79164968,2.52,0
1/13/2023,-0.16,11.44405433,2.52,0
1/13/2023,-0.17,11.44405433,2.62,0
1/13/2023,-0.38,11.44405433,2.55,0
1/13/2023,-0.58,11.44405433,2.21,0
1/13/2023,-0.69,11.44405433,1.77,0
1/13/2023,-0.74,11.44405433,1.47,0
1/13/2023,-0.76,11.44405433,1.37,0
1/13/2023,-0.81,11.44405433,1.27,0
1/13/2023,-0.59,11.44405433,1.11,35.02
1/13/2023,0.45,11.44405433,0.94,95.87
1/13/2023,1.73,11.44405433,0.85,146.89
1/13/2023,2.66,11.44405433,0.75,184.33
1/13/2023,3.47,11.44405433,0.84,174.42
1/13/2023,4.21,11.44405433,1.06,112.52
1/13/2023,4.8,11.44405433,1.21,86.07
1/13/2023,4.87,11.44405433,1.34,43.14
1/13/2023,3.7,11.44405433,1.52,18.82
1/13/2023,2.6,11.44405433,1.97,0
1/13/2023,1.9,11.44405433,2.37,0
1/13/2023,1.23,11.44405433,2.6,0
1/13/2023,0.64,11.44405433,2.72,0
1/13/2023,0.14,11.44405433,2.75,0
1/13/2023,-0.16,11.44405433,2.83,0
1/13/2023,-0.03,11.44405433,2.91,0
1/14/2023,0.06,9.890172014,2.95,0
1/14/2023,0.06,9.890172014,2.96,0
1/14/2023,-0.04,9.890172014,3.02,0
1/14/2023,-0.23,9.890172014,3,0
1/14/2023,-0.16,9.890172014,2.81,0
1/14/2023,0.02,9.890172014,2.52,0
1/14/2023,0.33,9.890172014,2.25,0
1/14/2023,0.17,9.890172014,2.03,0
1/14/2023,0.19,9.890172014,1.76,35.47
1/14/2023,0.65,9.890172014,1.42,93.26
1/14/2023,1.94,9.890172014,1.55,66.67
1/14/2023,3.66,9.890172014,1.6,95.63
1/14/2023,4.95,9.890172014,1.4,89.82
1/14/2023,5.4,9.890172014,0.97,64.16
1/14/2023,5.32,9.890172014,0.49,57.3
1/14/2023,5,9.890172014,0.09,28.18
1/14/2023,4.22,9.890172014,0.52,23.66
1/14/2023,3.62,9.890172014,1.05,0
1/14/2023,3.3,9.890172014,1.45,0
1/14/2023,2.98,9.890172014,1.77,0
1/14/2023,2.59,9.890172014,1.98,0
1/14/2023,2.15,9.890172014,2.07,0
1/14/2023,1.87,9.890172014,2.06,0
1/14/2023,1.65,9.890172014,1.93,0
1/15/2023,1.51,10.19049527,1.65,0
1/15/2023,1.37,10.19049527,1.42,0
1/15/2023,1.17,10.19049527,1.33,0
1/15/2023,0.94,10.19049527,1.28,0
1/15/2023,0.8,10.19049527,1.24,0
1/15/2023,0.91,10.19049527,1.07,0
1/15/2023,1.01,10.19049527,0.86,0
1/15/2023,1,10.19049527,0.98,0
1/15/2023,1.4,10.19049527,1.15,32.35
1/15/2023,2.17,10.19049527,1.38,44.94
1/15/2023,3.69,10.19049527,2.04,96.62
1/15/2023,5.52,10.19049527,2.71,118.45
1/15/2023,6.13,10.19049527,3.14,134.72
1/15/2023,6.33,10.19049527,3.57,160.23
1/15/2023,6.26,10.19049527,3.9,118.61
1/15/2023,5.82,10.19049527,3.92,64.25
1/15/2023,4.27,10.19049527,3.88,37.39
1/15/2023,3.37,10.19049527,3.83,0
1/15/2023,3.04,10.19049527,3.69,0
1/15/2023,2.69,10.19049527,3.58,0
1/15/2023,2.03,10.19049527,3.56,0
1/15/2023,1.73,10.19049527,3.71,0
1/15/2023,1.16,10.19049527,4.15,0
1/15/2023,0.65,10.19049527,4.49,0
1/16/2023,0.37,8.263087641,4.64,0
1/16/2023,0.37,8.263087641,4.68,0
1/16/2023,0.55,8.263087641,4.77,0
1/16/2023,0.55,8.263087641,4.82,0
1/16/2023,0.34,8.263087641,4.83,0
1/16/2023,0.09,8.263087641,4.77,0
1/16/2023,-0.14,8.263087641,4.78,0
1/16/2023,0.07,8.263087641,4.87,0
1/16/2023,1.26,8.263087641,4.54,43.24
1/16/2023,2.11,8.263087641,3.99,148.46
1/16/2023,3.37,8.263087641,3.97,243.7
1/16/2023,5.3,8.263087641,4.09,310.46
1/16/2023,6.62,8.263087641,3.72,272.13
1/16/2023,7.23,8.263087641,3.34,253.07
1/16/2023,7.35,8.263087641,2.86,186.23
1/16/2023,6.45,8.263087641,2.38,101.66
1/16/2023,5.43,8.263087641,2.79,23.59
1/16/2023,4.82,8.263087641,3.64,0
1/16/2023,4.39,8.263087641,4.52,0
1/16/2023,3.85,8.263087641,5.22,0
1/16/2023,3.35,8.263087641,5.57,0
1/16/2023,2.81,8.263087641,5.78,0
1/16/2023,2.14,8.263087641,5.86,0
1/16/2023,1.62,8.263087641,5.44,0
1/17/2023,1.62,10.09769797,4.73,0
1/17/2023,1.88,10.09769797,4.38,0
1/17/2023,2.43,10.09769797,3.58,0
1/17/2023,2.37,10.09769797,2.26,0
1/17/2023,2.08,10.09769797,1.54,0
1/17/2023,2.01,10.09769797,1.17,0
1/17/2023,2.01,10.09769797,1.7,0
1/17/2023,2.12,10.09769797,2.67,0
1/17/2023,2.74,10.09769797,3.16,27.93
1/17/2023,4.21,10.09769797,2.96,66.52
1/17/2023,6.05,10.09769797,2.75,118.61
1/17/2023,7.58,10.09769797,3.54,269.62
1/17/2023,8.37,10.09769797,4.63,285.03
1/17/2023,10.54,10.09769797,4.79,293.04
1/17/2023,12.36,10.09769797,4.2,249.09
1/17/2023,11.94,10.09769797,3.59,139.69
1/17/2023,10.05,10.09769797,3.49,29.87
1/17/2023,9.88,10.09769797,3.16,0
1/17/2023,9.48,10.09769797,3.73,0
1/17/2023,8.62,10.09769797,5.9,0
1/17/2023,8.23,10.09769797,7.99,0
1/17/2023,8.11,10.09769797,8.48,0
1/17/2023,7.69,10.09769797,8.41,0
1/17/2023,7.23,10.09769797,8.38,0
1/18/2023,6.88,9.390685862,8.27,0
1/18/2023,6.83,9.390685862,8.46,0
1/18/2023,7.3,9.390685862,8.87,0
1/18/2023,7.83,9.390685862,9.15,0
1/18/2023,8.29,9.390685862,9.15,0
1/18/2023,8.52,9.390685862,9.05,0
1/18/2023,9.12,9.390685862,10.58,0
1/18/2023,10.01,9.390685862,11.65,0
1/18/2023,11.52,9.390685862,11.79,45.98
1/18/2023,13.09,9.390685862,10.91,168.52
1/18/2023,14.97,9.390685862,11.07,296.32
1/18/2023,17.18,9.390685862,11.94,372.59
1/18/2023,19.08,9.390685862,12.67,405.97
1/18/2023,20.05,9.390685862,12.91,345.27
1/18/2023,20.12,9.390685862,12.36,269.86
1/18/2023,18.94,9.390685862,11.19,152.94
1/18/2023,15.9,9.390685862,10.7,44.05
1/18/2023,14.11,9.390685862,9.63,0
1/18/2023,12.81,9.390685862,8.07,0
1/18/2023,11.91,9.390685862,7.2,0
1/18/2023,11.35,9.390685862,7.8,0
1/18/2023,10.8,9.390685862,8.37,0
1/18/2023,10.08,9.390685862,8.43,0
1/18/2023,10.1,9.390685862,9.02,0
1/19/2023,9.91,11.53635546,8.62,0
1/19/2023,9.72,11.53635546,8.58,0
1/19/2023,9.42,11.53635546,8.68,0
1/19/2023,8.98,11.53635546,8.87,0
1/19/2023,8.72,11.53635546,8.87,0
1/19/2023,8.48,11.53635546,8.85,0
1/19/2023,8.35,11.53635546,8.94,0
1/19/2023,8.26,11.53635546,9.07,0
1/19/2023,9.98,11.53635546,8.79,57.84
1/19/2023,12.8,11.53635546,9.29,175.49
1/19/2023,15.58,11.53635546,11.19,288.16
1/19/2023,18.07,11.53635546,12.39,358.89
1/19/2023,19.64,11.53635546,13.66,413.05
1/19/2023,20.15,11.53635546,14.38,379.78
1/19/2023,19.78,11.53635546,14.61,285.13
1/19/2023,18.56,11.53635546,14.67,162.1
1/19/2023,16.54,11.53635546,14.67,38.09
1/19/2023,15.02,11.53635546,14.86,0
1/19/2023,14.19,11.53635546,14.32,0
1/19/2023,13.37,11.53635546,13.22,0
1/19/2023,12.7,11.53635546,12.12,0
1/19/2023,11.65,11.53635546,10.44,0
1/19/2023,10.67,11.53635546,9.34,0
1/19/2023,9.9,11.53635546,8.44,0
1/20/2023,9.3,11.80313661,7.65,0
1/20/2023,8.85,11.80313661,7.25,0
1/20/2023,8.59,11.80313661,7.4,0
1/20/2023,8.53,11.80313661,7.57,0
1/20/2023,8.57,11.80313661,7.46,0
1/20/2023,8.51,11.80313661,7.34,0
1/20/2023,8.52,11.80313661,7.63,0
1/20/2023,8.64,11.80313661,8.12,0
1/20/2023,9.15,11.80313661,7.84,28.9
1/20/2023,9.91,11.80313661,7.57,40.23
1/20/2023,11.13,11.80313661,7.8,107.09
1/20/2023,12.65,11.80313661,8.34,130.8
1/20/2023,14.07,11.80313661,8.58,120.4
1/20/2023,14.82,11.80313661,8.75,151.44
1/20/2023,14.7,11.80313661,10.22,115.7
1/20/2023,14.3,11.80313661,11.27,51.52
1/20/2023,13.62,11.80313661,12.04,20.83
1/20/2023,12.89,11.80313661,12.42,0
1/20/2023,12.15,11.80313661,11.98,0
1/20/2023,11.05,11.80313661,10.59,0
1/20/2023,8.98,11.80313661,9.71,0
1/20/2023,6.35,11.80313661,10.14,0
1/20/2023,4.3,11.80313661,9.4,0
1/20/2023,3.46,11.80313661,8.89,0
1/21/2023,3.25,9.971481797,9.16,0
1/21/2023,2.74,9.971481797,9.53,0
1/21/2023,1.65,9.971481797,9.64,0
1/21/2023,0.69,9.971481797,9.19,0
1/21/2023,0.26,9.971481797,8.39,0
1/21/2023,-0.04,9.971481797,6.92,0
1/21/2023,-0.21,9.971481797,5.47,0
1/21/2023,-0.31,9.971481797,3.99,0
1/21/2023,0.56,9.971481797,2.37,71.55
1/21/2023,2.51,9.971481797,1.8,179.63
1/21/2023,4.91,9.971481797,3.13,278.48
1/21/2023,7.46,9.971481797,4.47,347.11
1/21/2023,9.97,9.971481797,5.15,418.16
1/21/2023,12.04,9.971481797,5.21,385.61
1/21/2023,13.05,9.971481797,5.38,297.55
1/21/2023,12.5,9.971481797,4.73,172.84
1/21/2023,10.24,9.971481797,5.81,39.11
1/21/2023,10.04,9.971481797,8.21,0
1/21/2023,10.36,9.971481797,9.57,0
1/21/2023,9.97,9.971481797,9.87,0
1/21/2023,9.35,9.971481797,9.87,0
1/21/2023,8.9,9.971481797,9.74,0
1/21/2023,8.69,9.971481797,9.81,0
1/21/2023,8.2,9.971481797,9.05,0
1/22/2023,7.8,11.33531717,8.7,0
1/22/2023,7.58,11.33531717,8.49,0
1/22/2023,7.41,11.33531717,8.26,0
1/22/2023,7.32,11.33531717,7.97,0
1/22/2023,7.22,11.33531717,7.72,0
1/22/2023,7.3,11.33531717,7.74,0
1/22/2023,7.42,11.33531717,7.75,0
1/22/2023,7.37,11.33531717,7.21,0
1/22/2023,7.58,11.33531717,6.98,32.29
1/22/2023,8.33,11.33531717,6.64,51.88
1/22/2023,9.52,11.33531717,6.61,134.28
1/22/2023,10.85,11.33531717,6.66,182.84
1/22/2023,12.03,11.33531717,6.67,172.7
1/22/2023,12.75,11.33531717,6.48,152.42
1/22/2023,12.63,11.33531717,6.4,92.24
1/22/2023,11.69,11.33531717,7.13,79.62
1/22/2023,10.44,11.33531717,8.12,22.79
1/22/2023,9.35,11.33531717,8.82,0
1/22/2023,8.45,11.33531717,9,0
1/22/2023,7.57,11.33531717,8.81,0
1/22/2023,6.89,11.33531717,8.91,0
1/22/2023,6.39,11.33531717,9.44,0
1/22/2023,5.83,11.33531717,9.98,0
1/22/2023,5.28,11.33531717,10.03,0
1/23/2023,4.75,9.324045553,10.04,0
1/23/2023,4.32,9.324045553,9.95,0
1/23/2023,4.05,9.324045553,9.8,0
1/23/2023,3.86,9.324045553,9.63,0
1/23/2023,3.71,9.324045553,9.62,0
1/23/2023,3.52,9.324045553,9.54,0
1/23/2023,3.31,9.324045553,9.52,0
1/23/2023,2.96,9.324045553,9.38,0
1/23/2023,2.79,9.324045553,9.82,47.36
1/23/2023,2.98,9.324045553,9.97,35.24
1/23/2023,3.46,9.324045553,9.67,68.99
1/23/2023,3.98,9.324045553,9.27,97.13
1/23/2023,4.51,9.324045553,8.84,96.22
1/23/2023,4.77,9.324045553,8.65,68.5
1/23/2023,4.55,9.324045553,8.55,67.03
1/23/2023,3.68,9.324045553,8.45,39.41
1/23/2023,2.05,9.324045553,7.8,13.04
1/23/2023,0.23,9.324045553,7.34,0
1/23/2023,-0.35,9.324045553,7.32,0
1/23/2023,-0.64,9.324045553,7.42,0
1/23/2023,-0.61,9.324045553,7.08,0
1/23/2023,-0.65,9.324045553,6.83,0
1/23/2023,-0.7,9.324045553,7.25,0
1/23/2023,-0.87,9.324045553,7.26,0
1/24/2023,-1.12,8.518238343,7.05,0
1/24/2023,-1.31,8.518238343,6.73,0
1/24/2023,-1.58,8.518238343,6.58,0
1/24/2023,-1.86,8.518238343,6.64,0
1/24/2023,-2.1,8.518238343,6.73,0
1/24/2023,-2.31,8.518238343,6.92,0
1/24/2023,-2.55,8.518238343,7.22,0
1/24/2023,-2.82,8.518238343,7.43,0
1/24/2023,-1.12,8.518238343,7.27,54.95
1/24/2023,0.81,8.518238343,8.25,53.42
1/24/2023,2.15,8.518238343,8.39,87.89
1/24/2023,3.04,8.518238343,7.91,125.41
1/24/2023,3.55,8.518238343,7.5,135.47
1/24/2023,3.79,8.518238343,7.11,101.65
1/24/2023,3.51,8.518238343,6.79,88.18
1/24/2023,2.82,8.518238343,6.57,60.41
1/24/2023,1.77,8.518238343,6.13,26.1
1/24/2023,0.63,8.518238343,5.79,0
1/24/2023,-0.16,8.518238343,5.46,0
1/24/2023,-0.81,8.518238343,5.28,0
1/24/2023,-1.24,8.518238343,5.13,0
1/24/2023,-1.42,8.518238343,5.1,0
1/24/2023,-1.6,8.518238343,5.13,0
1/24/2023,-1.87,8.518238343,4.94,0
1/25/2023,-2.1,10.30021114,4.7,0
1/25/2023,-2.47,10.30021114,4.46,0
1/25/2023,-2.89,10.30021114,4.22,0
1/25/2023,-3.13,10.30021114,3.96,0
1/25/2023,-3.2,10.30021114,3.59,0
1/25/2023,-3.33,10.30021114,3.49,0
1/25/2023,-3.64,10.30021114,3.68,0
1/25/2023,-3.63,10.30021114,4,0
